question,long_answer,short_answers
in agranulocytes what happens to the cytoplasm as the cell ages,N/A,['N/A']
when does flash come back on season 4 episode 17,N/A,['N/A']
who ordered the forbidden city to be built,N/A,['N/A']
an important function of the circle of willis is to,N/A,['N/A']
what speed is the surface current near tokyo,N/A,['N/A']
who was the greatest pool player of all time,N/A,['N/A']
who is never been the union home minister,N/A,['N/A']
the world famous corn belt is in which country,N/A,['N/A']
who is the ceo of crate and barrel,N/A,['N/A']
what is the difference between north and south bridge,N/A,['N/A']
who were the the continent of the americas named after logically,N/A,['N/A']
who has the best history in english football,N/A,['N/A']
who hoisted indian flag abroad for the first time,N/A,['N/A']
who played ashley longworth jr on the waltons,N/A,['N/A']
towns on the border of texas and oklahoma,N/A,['N/A']
the sport psychology sub-field of performance enhancement deals primarily with,N/A,['N/A']
what year does the quiet man take place,N/A,['N/A']
the brave little toaster to the rescue wittgenstein,N/A,['N/A']
the chemical brothers brothers gonna work it out songs,N/A,['N/A']
who killed missy in a bend in the road,N/A,['N/A']
where is hindu kush mountains located on a map,N/A,['N/A']
when did one child policy end in china,N/A,['N/A']
why was there a different jennifer in back to the future,N/A,['N/A']
who is the designer in devil wears prada,N/A,['N/A']
who does the female vocals in a little piece of heaven,N/A,['N/A']
what is the number of true positives (tp),N/A,['N/A']
when do they find out cole is the source,N/A,['N/A']
which songs did liam write as you were,N/A,['N/A']
i don't want to live forever mp3 song download,N/A,['N/A']
who won the world cup in cricket 2017,N/A,['N/A']
what was the 9th resolution of the declaration of sentiments,N/A,['N/A']
look what you made me do taylor wikipedia,N/A,['N/A']
which of the following is not a function of the peer group,N/A,['N/A']
how many different fast food restaurants are there in the us,N/A,['N/A']
can conversions be done between the metric system and the english standard system how,N/A,['N/A']
how many episodes are there in season six of nashville,N/A,['N/A']
how many pitchers does a major league team have,N/A,['N/A']
what elements make up great britain's constitution,N/A,['N/A']
what does ctrl+shift+t do,N/A,['N/A']
what is the limit of resolution of the human eye in micrometers,N/A,['N/A']
list of states and local governments in nigeria,N/A,['N/A']
where is the nfl game in london played,N/A,['N/A']
police flag day is celebrated on which date,N/A,['N/A']
who is the secretary of state for northern ireland,N/A,['N/A']
is draft day the movie based on a true story,N/A,['N/A']
when did they stop making jello pudding pops,N/A,['N/A']
who are the two teams in super bowl 2018,N/A,['N/A']
which type of currency was not used in the united states during its early years answers.com,N/A,['N/A']
bible verse walking through the valley of death,N/A,['N/A']
who is the sixth president of the united states,N/A,['N/A']
who turns into a bear in the hobbit,N/A,['N/A']
what is the meaning of peter piper picked a peck of pickled peppers,N/A,['N/A']
when did reba mcentire record back to god,N/A,['N/A']
are the guys from florida georgia line married,N/A,['N/A']
what is the wave length of x rays,N/A,['N/A']
an acid which is not an oxidising agent,N/A,['N/A']
who said you shall not press down upon the brow of labor this crown of thorns,N/A,['N/A']
what are the active materials of a lead acid battery,N/A,['N/A']
when did the soviet union first gain control of parts of poland and the baltic republics,N/A,['N/A']
when is season 3 of el vato coming out,N/A,['N/A']
who is the woman in the mask got,N/A,['N/A']
the most common form of periodontal disease is quizzn,N/A,['N/A']
who played aragon in lord of the rings,N/A,['N/A']
word that means separation of church and state,N/A,['N/A']
australia's next top model season 8 all episodes,N/A,['N/A']
what are the sacraments in the lutheran church,N/A,['N/A']
why did ric flair go back to wcw,N/A,['N/A']
who plays david in alvin and the chipmunks,N/A,['N/A']
where was the first cell phone call made,N/A,['N/A']
where does the karate kid 2010 take place,N/A,['N/A']
city that rivals sydney australia as the commercial capital of the country,N/A,['N/A']
who was pocahontas husband in the disney movie,N/A,['N/A']
who lives at the end of king lear,N/A,['N/A']
sounds like a duck walks like a duck,N/A,['N/A']
which body system differentiates a male from a female,N/A,['N/A']
what were key resources exploited by colonial settlers in new england,N/A,['N/A']
how many series of diary of a wimpy kid are there,N/A,['N/A']
when is a touchdown scored in flag football,N/A,['N/A']
when did police in uk stop carrying guns,N/A,['N/A']
have you ever really loved a woman – bryan adams,N/A,['N/A']
who migrated to the sahara savanna in present-day southeastern nigeria,N/A,['N/A']
who comes after the president if he dies,N/A,['N/A']
who negotiated an agreement with japan concerning the future of korea,N/A,['N/A']
what is the width of the mississippi river,N/A,['N/A']
what was the final episode of quantum leap,N/A,['N/A']
panic at the disco la devotee video cast,N/A,['N/A']
what time do tam tams start in montreal,N/A,['N/A']
when will the holy door be opened again,N/A,['N/A']
where does the phrase train of thought come from,N/A,['N/A']
according to toumani diabate players use eight fingers to play the kora four from each hand,N/A,['N/A']
central idea of poem lines from the deserted village,N/A,['N/A']
did they make madden 18 for xbox 360,N/A,['N/A']
oppo is sponsor of which country's national cricket team,N/A,['N/A']
where was the 1998 movie wild things filmed,N/A,['N/A']
daniel craig the girl with the dragon tattoo sequel,N/A,['N/A']
how many jimmy johns are there in the us,N/A,['N/A']
where is iodine found in the periodic table,N/A,['N/A']
which of the following countries of southwest asia and north africa has the most diversified economy,N/A,['N/A']
what was the real name of saudi arabia,N/A,['N/A']
who plays hannibal in silence of the lambs,N/A,['N/A']
where is the oldest civilization known to man,N/A,['N/A']
and you and you are gonna love me,N/A,['N/A']
• what is the formula to calculate radiation resistance for standard dipole antenna,N/A,['N/A']
where was the cotton gin invented and where is it used today,N/A,['N/A']
which of the following is another name for a tropical rainforest,N/A,['N/A']
who stars in real housewives of beverly hills,N/A,['N/A']
do you need a gun license in pennsylvania,N/A,['N/A']
is there going to be a bates motel season 6,N/A,['N/A']
where do we find epithelial cells in humans,N/A,['N/A']
where do you go to my lovely full version,N/A,['N/A']
what are some special products made in mississippi,N/A,['N/A']
a provision of the general agreement on tariffs and trade treaty,N/A,['N/A']
the earth's largest living organism in terms of biomass is the,N/A,['N/A']
what is the name for the theory that says that public opinion drives the political machine,N/A,['N/A']
do they ever think of me merle haggard,N/A,['N/A']
what episode does caroline come into the originals,N/A,['N/A']
asia vs rest of the world cricket match,N/A,['N/A']
when was the tower of london finished being built,N/A,['N/A']
where is the extensor pollicis longus tendon located,N/A,['N/A']
who invented the printing press and what year,N/A,['N/A']
is columbia presbyterian hospital the same as new york presbyterian,N/A,['N/A']
who played the drummer in school of rock,N/A,['N/A']
who won the election for mayor in boston,N/A,['N/A']
what color flame test indicates the presence of strontium,N/A,['N/A']
how many episodes in adventure time season 1,N/A,['N/A']
oh give me a home where the buffalo roam and the deer and the antelope play,N/A,['N/A']
where did the christmas tree at rockefeller center come from,N/A,['N/A']
which country has the most coastline in the world,N/A,['N/A']
are you the one season 6 first match ceremony,N/A,['N/A']
how many casinos are in atlantic city new jersey,N/A,['N/A']
where does saying bob's your uncle come from,N/A,['N/A']
plot in the story of a day in a country,N/A,['N/A']
where did the expression with a grain of salt come from,N/A,['N/A']
who played sarah hedley in when the boat comes in,N/A,['N/A']
why is it important to know the discharge of a river,N/A,['N/A']
who is jack's mother in when calls the heart,N/A,['N/A']
what is the normal range for plasma glucose concentration,N/A,['N/A']
when does ross live in monica's apartment,N/A,['N/A']
what's on top of the white house,N/A,['N/A']
where did the potter's wheel first develop,N/A,['N/A']
where is shea butter gotten from in nigeria,N/A,['N/A']
where is pineapple express supposed to take place,N/A,['N/A']
when's the last time army won the army navy game,N/A,['N/A']
who made the laws in the shang dynasty,N/A,['N/A']
what is the name of the goddess of the moon,N/A,['N/A']
the neoclassical growth theory says in part that,N/A,['N/A']
roy orbison and k d lang crying song,N/A,['N/A']
what is the new touchback rule in the nfl,N/A,['N/A']
what is the meaning of to have a bias,N/A,['N/A']
where is the boy who played charlie in willy wonka,N/A,['N/A']
the resting stage of the cell cycle is,N/A,['N/A']
who plays in the new mary poppins movie,N/A,['N/A']
branch of science that deals with the structure of human body parts,N/A,['N/A']
when does jane find out who her father is,N/A,['N/A']
what made the glider to move over the air track device,N/A,['N/A']
where does see no evil speak no evil come from,N/A,['N/A']
when was the last person executed in florida,N/A,['N/A']
disagreements involving slavery and states' rights were two of the main causes of,N/A,['N/A']
who wrote the song after you've gone,N/A,['N/A']
how long has tom brady been playing professional football,N/A,['N/A']
adverse effects of nondepolarizing neuromuscular blocking agents include which of the following,N/A,['N/A']
when will the curse be broken in once upon a time season 7,N/A,['N/A']
how did the economic role of women change during the civil war,N/A,['N/A']
is parallax more pronounced with nearby stars or with distant stars,N/A,['N/A']
which two regions grow most of china’s rice,N/A,['N/A']
the fertile crescent is located between what two bodies of water,N/A,['N/A']
who was the first british team to win the european cup,N/A,['N/A']
where do the arizona cardinals play this week,N/A,['N/A']
annie get your gun there's no business like show business,N/A,['N/A']
how many seasons of the rugrats are there,N/A,['N/A']
what was the result of the reconstruction amendments apex,N/A,['N/A']
when was the last time the womens hockey team won gold,N/A,['N/A']
when did the twenty one pilots hiatus start,N/A,['N/A']
cause and effect of the us adoption of a policy of containment,N/A,['N/A']
